"","X.7","X.6","X.5","X.4","X.3","X.2","X.1","site","closure_id","n_observations","X","day_of_year","time_observations_started","duration_minutes","effort_distance_km","number_observers","summer_nbr_TCB_mean_2400","spring_nbr_TCG_mean_75","fall_nbr_B2_stdDev_300","slope_mean_300","summer_b5_B4_stdDev_1200","species_observed_syn","observation_date","formatted_date","latitude","longitude","locality_id","observer_id","checklist_id","as_date","occupied_prob","occupied","site_area","site_max_dist"
"717",717,717,717,717,717,717,717,"L6074928_2017",2017,1,35193,1.502805,1.884244,-0.285639,-0.2630949,-0.4006648,-1.200067,1.475373,-1.040725,1.397247,0.4306768,0,"7/9/2017","2017-07-09",44.22643,-123.9237,"L6074928","obs20174","S38075399","2017-07-09",0.16926386996708,0,0,0
"718",718,718,718,718,718,718,718,"L6075262_2017",2017,1,35201,1.561454,1.480446,-0.1342361,-0.2630949,-0.4006648,-1.057248,1.054711,-0.9174532,1.858318,0.390862,1,"7/10/2017","2017-07-10",44.34494,-123.9418,"L6075262","obs20174","S38077862","2017-07-10",0.270042910945616,0,0,0
"719",719,719,719,719,719,719,719,"L6075595_2017",2017,1,35225,1.561454,0.2867607,-0.1645167,-0.2630949,-0.4006648,0.7450702,0.4812789,0.2429578,0.2035041,-0.3235862,0,"7/10/2017","2017-07-10",44.23249,-123.3391,"L6075595","obs98760","S38079736","2017-07-10",0.628556337545113,1,0,0
"720",720,720,720,720,720,720,720,"L6075602_2017",2017,1,35227,1.561454,0.5240808,0.1382892,-0.2630949,-0.4006648,0.06207588,0.6237928,-0.2644994,0.6363366,-0.4951699,1,"7/10/2017","2017-07-10",44.25312,-123.3568,"L6075602","obs98760","S38079796","2017-07-10",0.414536296594704,0,0,0
"721",721,721,721,721,721,721,721,"L6077701_2017",2017,1,35271,1.561454,-0.3260211,-0.2250778,-0.2630949,-0.4006648,-1.315594,0.8795248,-1.073977,3.021135,-0.3704465,0,"7/10/2017","2017-07-10",42.61239,-123.9866,"L6077701","obs131205","S38090129","2017-07-10",0.332118444025303,0,0,0
"722",722,722,722,722,722,722,722,"L6077703_2017",2017,1,35272,1.561454,-0.2233004,-0.3764807,-0.2630949,-0.4006648,-1.367095,1.225007,-1.019068,2.433379,-0.2192734,1,"7/10/2017","2017-07-10",42.61647,-123.9837,"L6077703","obs131205","S38090138","2017-07-10",0.248893019086027,0,0,0
"723",723,723,723,723,723,723,723,"101",2017,1,35273,1.561454,-0.04619588,-0.1645167,-0.2630949,-0.4006648,-1.272871,1.136744,-0.7824281,3.33288,0.2034546,1,"7/10/2017","2017-07-10",42.63394,-123.9231,"L6077704","obs131205","S38090145","2017-07-10",0.489449976694111,1,0,0.181056030962699
"724",724,724,724,724,724,724,724,"L6077706_2017",2017,1,35274,1.561454,0.1557033,0.4713756,-0.2630949,-0.4006648,-1.432493,1.321731,-1.125333,2.474262,0.3452398,0,"7/10/2017","2017-07-10",42.62829,-123.8645,"L6077706","obs131205","S38090151","2017-07-10",0.245027441381001,0,0,0
"725",725,725,725,725,725,725,725,"L6077721_2017",2017,1,35275,1.561454,0.492202,-0.04339431,-0.2630949,-0.4006648,-1.160362,0.8584754,-0.1409145,1.990955,-0.07604473,1,"7/10/2017","2017-07-10",42.62023,-123.835,"L6077721","obs131205","S38090214","2017-07-10",0.412332869635706,0,0,0
"726",726,726,726,726,726,726,726,"L6077725_2017",2017,1,35276,1.561454,0.5913806,-0.1342361,-0.2630949,-0.4006648,-1.07437,0.5914288,0.2142747,2.736392,0.4791865,0,"7/10/2017","2017-07-10",42.61528,-123.8484,"L6077725","obs131205","S38090233","2017-07-10",0.675275971043135,1,0,0
"727",727,727,727,727,727,727,727,"L6077727_2017",2017,1,35277,1.561454,1.143947,0.229131,-0.2630949,-0.4006648,-0.9546591,0.3783259,0.02065657,2.738789,0.4506939,0,"7/10/2017","2017-07-10",42.60088,-123.8691,"L6077727","obs131205","S38090238","2017-07-10",0.661012375027707,1,0,0
"728",728,728,728,728,728,728,728,"L6077729_2017",2017,1,35278,1.561454,1.257294,-0.04339431,-0.2630949,-0.4006648,-0.9125943,0.3074117,-0.1348552,2.988378,0.4748472,1,"7/10/2017","2017-07-10",42.6025,-123.856,"L6077729","obs131205","S38090252","2017-07-10",0.679374507073628,1,0,0
"729",729,729,729,729,729,729,729,"L6077731_2017",2017,1,35279,1.561454,1.321051,-0.1645167,-0.2630949,-0.4006648,-0.882157,0.26016,-0.09522504,3.764173,0.5197089,1,"7/10/2017","2017-07-10",42.60463,-123.8577,"L6077731","obs131205","S38090260","2017-07-10",0.801380294670717,1,0,0
"730",730,730,730,730,730,730,730,"102",2017,1,35280,1.561454,1.445025,-0.3462002,-0.2630949,-0.4006648,-0.9915657,0.8253304,-0.2853376,2.69563,0.4952365,1,"7/10/2017","2017-07-10",42.61246,-123.8502,"L6077733","obs131205","S38090270","2017-07-10",0.576192040155483,0,0,0
"731",731,731,731,731,731,731,731,"99",2017,1,35281,1.561454,1.646924,-0.1947972,-0.2630949,-0.4006648,-1.163392,1.09435,-0.1331138,2.169074,-0.01950074,1,"7/10/2017","2017-07-10",42.61909,-123.8365,"L6077735","obs131205","S38090282","2017-07-10",0.446472028237837,1,0,0.011174466150457
"732",732,732,732,732,732,732,732,"103",2017,1,35282,1.620103,-0.9883922,0.4410951,3.496343,-0.4006648,-0.9608702,1.038842,-0.3224736,2.914833,0.5092018,1,"7/11/2017","2017-07-11",42.61139,-123.8511,"L6077738","obs131205","S38090289","2017-07-11",0.612731530562218,0,0,0
"733",733,733,733,733,733,733,733,"L6077758_2017",2017,1,35283,1.620103,-0.8573348,-0.1342361,3.496343,-0.4006648,-0.9133612,1.233099,-0.2902661,3.194678,0.5814137,1,"7/11/2017","2017-07-11",42.60805,-123.8533,"L6077758","obs131205","S38090357","2017-07-11",0.679036521518066,1,0,0
"734",734,734,734,734,734,734,734,"L6077761_2017",2017,1,35284,1.620103,-0.6660619,-0.4673225,-0.2630949,-0.4006648,-0.9620067,0.6318482,-0.5778295,2.943267,0.3555953,1,"7/11/2017","2017-07-11",42.60032,-123.8738,"L6077761","obs131205","S38090376","2017-07-11",0.55394426980442,0,0,0
"735",735,735,735,735,735,735,735,"L6077764_2017",2017,1,35285,1.620103,-0.4889573,-0.1645167,-0.2630949,-0.4006648,-0.8972651,0.3491192,-0.01581637,3.417435,0.1370769,0,"7/11/2017","2017-07-11",42.59598,-123.8793,"L6077764","obs131205","S38090395","2017-07-11",0.754121718260659,1,0,0
"736",736,736,736,736,736,736,736,"99",2017,1,35286,1.620103,0.08131941,0.04744744,-0.2630949,-0.4006648,-1.163141,1.110318,-0.1343856,2.18264,-0.01479861,1,"7/11/2017","2017-07-11",42.61904,-123.8365,"L6077766","obs131205","S38090400","2017-07-11",0.448811082143971,0,0,0.011174466150457
"737",737,737,737,737,737,737,737,"L6077782_2017",2017,1,35289,1.620103,0.956216,0.1685698,-0.2630949,0.6323905,-1.526882,-1.678159,2.510242,-0.9370835,1.913974,1,"7/11/2017","2017-07-11",44.01349,-124.1333,"L6077782","obs208511","S38090453","2017-07-11",0.535607320199752,1,0,0
"738",738,738,738,738,738,738,738,"L6078359_2017",2017,1,35310,1.620103,1.409604,0.8044621,-0.2630949,-0.4006648,-0.6364128,0.4957855,0.4953892,0.2169414,0.990324,1,"7/11/2017","2017-07-11",42.05445,-124.2648,"L6078359","obs228071","S38093323","2017-07-11",0.424510283889528,1,0,0
"739",739,739,739,739,739,739,739,"L6079851_2017",2017,1,35336,1.561454,0.5630438,-0.04339431,-0.2630949,0.6323905,-2.507851,0.3663964,1.695653,0.4893461,2.030253,1,"7/10/2017","2017-07-10",44.24418,-124.1124,"L6079851","obs45021","S38100432","2017-07-10",0.358960821891375,1,0,0
"740",740,740,740,740,740,740,740,"L6080167_2017",2017,1,35358,1.678752,-0.06036424,-0.5581643,-0.2630949,-0.4006648,-0.08342817,-0.8444795,0.887942,-0.7260887,0.07989475,1,"7/12/2017","2017-07-12",42.43121,-123.1686,"L6080167","obs228071","S38101721","2017-07-12",0.442600426655103,0,0,0
"741",741,741,741,741,741,741,741,"81",2017,1,35366,-0.7845054,-0.9635975,-0.3462002,-0.2630949,-0.4006648,-0.1548682,-0.5920769,-0.5737275,-0.2510191,0.4773712,0,"5/31/2017","2017-05-31",43.52917,-124.2165,"L6080787","obs29674","S38104656","2017-05-31",0.220615766355717,0,0,0
"742",742,742,742,742,742,742,742,"L6080788_2017",2017,1,35373,-0.7845054,0.2796765,-0.4370419,-0.2630949,-0.4006648,-0.6802668,2.002419,-0.8576191,3.674716,0.4482321,0,"5/31/2017","2017-05-31",43.47624,-123.9343,"L6080788","obs29674","S38104668","2017-05-31",0.677252336429611,0,0,0
"743",743,743,743,743,743,743,743,"L6080789_2017",2017,1,35374,-0.7845054,0.3044712,-0.4976031,-0.2630949,-0.4006648,-0.698402,1.289685,-0.9765568,3.60553,0.3904619,0,"5/31/2017","2017-05-31",43.47869,-123.9346,"L6080789","obs29674","S38104669","2017-05-31",0.638465979336989,1,0,0
"744",744,744,744,744,744,744,744,"L6080790_2017",2017,1,35375,-0.7845054,0.3186395,-0.4370419,-0.2630949,-0.4006648,-0.7119457,1.617438,-0.8170985,3.315935,0.196688,0,"5/31/2017","2017-05-31",43.4818,-123.934,"L6080790","obs29674","S38104670","2017-05-31",0.609616516105148,1,0,0
"745",745,745,745,745,745,745,745,"82",2017,1,35376,-0.7845054,0.3398921,-0.1039555,-0.2630949,-0.4006648,-0.7130114,1.754755,-0.6695605,3.590745,0.1439158,0,"5/31/2017","2017-05-31",43.48228,-123.9323,"L6080791","obs29674","S38104671","2017-05-31",0.683530941782918,1,0,0.0275325837549107
"746",746,746,746,746,746,746,746,"L6080792_2017",2017,1,35377,-0.7845054,0.4001076,-0.4976031,-0.2630949,-0.4006648,-0.7283441,1.008261,-0.861997,3.445838,0.14494,1,"5/31/2017","2017-05-31",43.4833,-123.9335,"L6080792","obs29674","S38104672","2017-05-31",0.619778151169395,1,0,0
"747",747,747,747,747,747,747,747,"L6080793_2017",2017,1,35378,-0.7845054,0.4213602,-0.3764807,-0.2630949,-0.4006648,-0.7512602,1.31397,-0.8915042,4.136155,0.07489144,0,"5/31/2017","2017-05-31",43.48528,-123.9348,"L6080793","obs29674","S38104673","2017-05-31",0.714826075840008,1,0,0
"748",748,748,748,748,748,748,748,"82",2017,1,35379,-0.7845054,0.4674074,-0.4976031,-0.2630949,-0.4006648,-0.7143692,1.675107,-0.6828077,3.558637,0.1445938,0,"5/31/2017","2017-05-31",43.48238,-123.9324,"L6080795","obs29674","S38104674","2017-05-31",0.675934902115681,1,0,0.0275325837549107
"749",749,749,749,749,749,749,749,"L6080796_2017",2017,1,35380,-0.7845054,0.4815757,-0.4976031,-0.2630949,-0.4006648,-0.7145858,1.647172,-0.5430928,4.147763,0.1449069,1,"5/31/2017","2017-05-31",43.48312,-123.9303,"L6080796","obs29674","S38104675","2017-05-31",0.785494192274454,1,0,0
"750",750,750,750,750,750,750,750,"L6080797_2017",2017,1,35381,-0.7845054,0.4957441,-0.4976031,-0.2630949,-0.4006648,-0.7131461,0.8964744,-0.6944644,3.99349,0.1527058,0,"5/31/2017","2017-05-31",43.48442,-123.9289,"L6080797","obs29674","S38104676","2017-05-31",0.743925566441746,1,0,0
"751",751,751,751,751,751,751,751,"L6080799_2017",2017,1,35382,-0.7845054,0.5524176,-0.4370419,-0.2630949,-0.4006648,-0.6180199,0.9500822,-0.3828475,1.256001,0.2977248,0,"5/31/2017","2017-05-31",43.45544,-123.9568,"L6080799","obs29674","S38104677","2017-05-31",0.373999886035651,1,0,0
"752",752,752,752,752,752,752,752,"89",2017,1,35383,-0.7845054,0.8287007,0.1685698,-0.2630949,1.665446,-1.482466,0.7224888,-0.05604926,-0.4870505,1.824636,0,"5/31/2017","2017-05-31",43.34197,-124.3161,"L6080800","obs29674","S38104678","2017-05-31",0.119116688234128,0,74.5022888183594,0.0474231893271643
"753",753,753,753,753,753,753,753,"L6081840_2017",2017,1,35415,1.678752,1.214789,-0.4370419,-0.2630949,-0.4006648,-0.07558343,0.2950921,-0.3145662,1.173361,0.4032446,0,"7/12/2017","2017-07-12",44.04241,-123.057,"L6081840","obs98760","S38109902","2017-07-12",0.514916708959102,0,0,0
"754",754,754,754,754,754,754,754,"5",2017,1,35417,1.678752,1.260836,-0.4370419,-0.2630949,-0.4006648,-0.06688218,0.1126135,-0.1886104,0.9628592,0.43689,1,"7/12/2017","2017-07-12",44.0435,-123.0555,"L6081845","obs98760","S38109914","2017-07-12",0.511471734647327,0,0,0.164549768234398
"755",755,755,755,755,755,755,755,"28",2017,1,35452,1.737401,0.8251586,0.1685698,-0.2630949,-0.4006648,-2.169116,-0.2760776,1.972031,-0.6869063,2.561067,1,"7/13/2017","2017-07-13",44.31074,-124.1076,"L6083882","obs272653","S38120029","2017-07-13",0.327863293009093,1,367.93049621582,0.11705712698159
"756",756,756,756,756,756,756,756,"L6086255_2017",2017,1,35516,1.737401,-0.6412672,-0.1342361,3.496343,-0.4006648,-0.2697116,0.4100245,-0.2192554,0.01376091,-0.04743627,1,"7/13/2017","2017-07-13",42.78635,-124.4798,"L6086255","obs131205","S38131815","2017-07-13",0.272403041251947,1,0,0
"757",757,757,757,757,757,757,757,"L6086257_2017",2017,1,35517,1.737401,-0.4960415,-0.3159196,-0.2630949,-0.4006648,-0.9719487,0.7838874,-0.8164412,3.643388,0.04840433,1,"7/13/2017","2017-07-13",42.71146,-124.3751,"L6086257","obs131205","S38131821","2017-07-13",0.604506625223808,1,0,0
"758",758,758,758,758,758,758,758,"L6086260_2017",2017,1,35518,1.737401,-0.3331053,-0.4673225,-0.2630949,-0.4006648,-1.101919,0.3891219,-0.9025721,2.668976,-0.1667594,0,"7/13/2017","2017-07-13",42.71261,-124.3062,"L6086260","obs131205","S38131827","2017-07-13",0.370841007437549,0,0,0
"759",759,759,759,759,759,759,759,"L6086268_2017",2017,1,35519,1.737401,-0.2870581,-0.3764807,-0.2630949,-0.4006648,-1.18553,0.4642902,-0.8185947,1.84053,0.1218104,0,"7/13/2017","2017-07-13",42.71349,-124.2964,"L6086268","obs131205","S38131841","2017-07-13",0.253887275112071,0,0,0
"760",760,760,760,760,760,760,760,"L6086272_2017",2017,1,35520,1.737401,0.04235641,-0.4370419,-0.2630949,-0.4006648,-1.24431,1.781252,-0.9035746,3.686232,0.106258,0,"7/13/2017","2017-07-13",42.67281,-124.173,"L6086272","obs131205","S38131866","2017-07-13",0.522622204779009,1,0,0
"761",761,761,761,761,761,761,761,"L6086273_2017",2017,1,35521,1.737401,0.1875822,-0.4067613,-0.2630949,-0.4006648,-1.189486,0.9436693,-0.512332,2.83162,-0.3609981,0,"7/13/2017","2017-07-13",42.66543,-124.1553,"L6086273","obs131205","S38131874","2017-07-13",0.454615851424122,0,0,0
"762",762,762,762,762,762,762,762,"L6086275_2017",2017,1,35522,1.737401,0.2371714,-0.285639,-0.2630949,-0.4006648,-1.14423,0.5694754,-1.015874,2.263074,-0.4440998,0,"7/13/2017","2017-07-13",42.66813,-124.1481,"L6086275","obs131205","S38131880","2017-07-13",0.261956392536535,1,0,0
"763",763,763,763,763,763,763,763,"L6086888_2017",2017,1,35534,1.79605,0.5630438,-0.4370419,-0.2630949,-0.4006648,0.9204648,-1.725579,1.948727,-0.8610474,0.7141135,0,"7/14/2017","2017-07-14",44.09891,-123.1691,"L6086888","obs98760","S38135157","2017-07-14",0.859582813249104,1,0,0
"764",764,764,764,764,764,764,764,"L6086961_2017",2017,1,35537,1.79605,1.044768,-0.2553584,-0.2630949,-0.4006648,0.09727919,0.04352928,-0.1062861,-0.02966881,0.5393228,0,"7/14/2017","2017-07-14",43.64031,-123.575,"L6086961","obs425605","S38135516","2017-07-14",0.397230200008652,1,0,0
"765",765,765,765,765,765,765,765,"35",2017,1,3225,1.79604963536421,-0.198505806521116,-0.134236065642332,-0.263094913901091,0.632390529287552,-1.75663639238732,1.75255750492908,-0.877401835669398,1.28231859816942,0.171258782446628,0,"7/14/2017","2017-07-14",44.1718219,-124.1026676,"L6089475","obs194608,obs272653","G2537350","2017-07-14",0.106642837666428,0,110.315948486328,0.0937223998986949
"766",766,766,766,766,766,766,766,"35",2017,1,35611,1.79605,-1.491369,3.348031,-0.2630949,1.665446,-1.770854,1.888788,-0.8465068,1.323688,0.188091,1,"7/14/2017","2017-07-14",44.1716,-124.103,"L6089814","obs272653","S38148991","2017-07-14",0.111020691903028,0,110.315948486328,0.0937223998986949
"767",767,767,767,767,767,767,767,"L6090602_2017",2017,1,3294,1.85469861352591,-0.65543559568247,-0.134236065642332,-0.263094913901091,0.632390529287552,-0.740921715414298,0.452358276685833,-0.232858492059003,1.41357577743854,0.0870486162340567,0,"7/15/2017","2017-07-15",43.8931438,-124.0374283,"L6090602","obs20174,obs407406","G2537680","2017-07-15",0.399482129087478,1,0,0
"768",768,768,768,768,768,768,768,"L6090604_2017",2017,1,3295,1.85469861352591,-0.719193240592765,-0.134236065642332,-0.263094913901091,0.632390529287552,-0.719071937816622,-0.430528485499608,-0.288038134005428,1.86878175991735,0.269236983646139,1,"7/15/2017","2017-07-15",43.8945063,-124.0304455,"L6090604","obs20174,obs407406","G2537681","2017-07-15",0.489110400567075,0,0,0
"769",769,769,769,769,769,769,769,"L6090624_2017",2017,1,35628,1.854699,-1.455948,3.166348,-0.2630949,-0.4006648,-0.7628144,1.209503,-0.8559082,2.928173,1.099771,0,"7/15/2017","2017-07-15",43.92577,-123.9613,"L6090624","obs20174","S38152163","2017-07-15",0.568169123692986,1,0,0
"770",770,770,770,770,770,770,770,"L6090812_2017",2017,1,35636,1.854699,1.416688,-0.5581643,-0.2630949,-0.4006648,-1.235375,-0.7840783,0.7276082,0.6231311,2.507809,1,"7/15/2017","2017-07-15",43.67529,-124.1828,"L6090812","obs848960","S38153442","2017-07-15",0.494102317354399,0,0,0
"771",771,771,771,771,771,771,771,"L6096964_2017",2017,1,35681,1.854699,1.519409,-0.1342361,3.496343,-0.4006648,-0.9440221,1.295653,-0.2359819,1.687888,0.9678473,1,"7/15/2017","2017-07-15",44.39841,-123.863,"L6096964","obs655188","S38189655","2017-07-15",0.43760666576383,0,0,0
"772",772,772,772,772,772,772,772,"L6103864_2017",2017,1,35714,-0.7258564,0.3257237,-0.4370419,-0.2630949,-0.4006648,-0.573304,1.686195,0.1378345,0.6735563,-0.3965218,0,"6/1/2017","2017-06-01",42.98174,-124.22,"L6103864","obs29674","S38223457","2017-06-01",0.361694288695344,0,0,0
"773",773,773,773,773,773,773,773,"L6103865_2017",2017,1,35715,-0.7258564,-1.232796,-0.4976031,-0.2630949,-0.4006648,-0.4265648,2.168719,-0.1718567,0.620772,0.7625263,0,"6/1/2017","2017-06-01",43.1481,-123.8591,"L6103865","obs29674","S38223458","2017-06-01",0.370390537726253,1,0,0
"774",774,774,774,774,774,774,774,"L6103866_2017",2017,1,35716,-0.7258564,0.3540604,-0.4976031,-0.2630949,-0.4006648,-0.5097391,0.9571795,-0.3829884,-0.4286323,-0.2544982,1,"6/1/2017","2017-06-01",42.99557,-124.2198,"L6103866","obs29674","S38223459","2017-06-01",0.147650237706095,1,0,0
"775",775,775,775,775,775,775,775,"L6103867_2017",2017,1,35717,-0.7258564,0.3930235,-0.4370419,-0.2630949,-0.4006648,0.2362224,1.464872,-0.1007374,-0.1579958,-0.3165604,0,"6/1/2017","2017-06-01",43.04546,-124.1464,"L6103867","obs29674","S38223461","2017-06-01",0.357368515867614,0,0,0
"776",776,776,776,776,776,776,776,"L6103869_2017",2017,1,35718,-0.7258564,-0.4429101,-0.4976031,-0.2630949,-0.4006648,-0.9542483,0.5645702,-0.790604,2.394286,-0.009149862,0,"6/1/2017","2017-06-01",43.32518,-123.7889,"L6103869","obs29674","S38223463","2017-06-01",0.389064731292539,0,0,0
"777",777,777,777,777,777,777,777,"L6103870_2017",2017,1,35719,-0.7258564,-0.1170377,-0.4370419,-0.2630949,-0.4006648,-0.5248251,2.350098,-0.3352442,3.986841,0.7374714,0,"6/1/2017","2017-06-01",43.24533,-123.9567,"L6103870","obs29674","S38223464","2017-06-01",0.840920884023458,1,0,0
"778",778,778,778,778,778,778,778,"L6103871_2017",2017,1,35720,-0.7258564,0.02110386,-0.4370419,-0.2630949,-0.4006648,-0.7889926,0.9153359,-0.07892294,0.6526973,-0.07379663,0,"6/1/2017","2017-06-01",43.1582,-123.9958,"L6103871","obs29674","S38223465","2017-06-01",0.286878681935827,0,0,0
"779",779,779,779,779,779,779,779,"L6103872_2017",2017,1,35721,-0.7258564,0.04235641,-0.4370419,-0.2630949,-0.4006648,-0.7762581,1.462553,-0.03416564,-0.06004463,-0.02061854,0,"6/1/2017","2017-06-01",43.15444,-123.9951,"L6103872","obs29674","S38223466","2017-06-01",0.200925144610893,0,0,0
"780",780,780,780,780,780,780,780,"L6103873_2017",2017,1,35722,-0.7258564,0.1698717,-0.4370419,-0.2630949,-0.4006648,-0.4710979,1.604494,-0.5915378,0.09920922,-0.2197863,0,"6/1/2017","2017-06-01",43.08889,-124.0749,"L6103873","obs29674","S38223467","2017-06-01",0.176717221950608,0,0,0
"781",781,781,781,781,781,781,781,"L6103874_2017",2017,1,35723,-0.7258564,0.2796765,-0.4370419,-0.2630949,-0.4006648,-0.4700512,1.23734,-0.2605407,0.493676,0.1440697,0,"6/1/2017","2017-06-01",43.00775,-124.2123,"L6103874","obs29674","S38223468","2017-06-01",0.299222037922901,0,0,0
"782",782,782,782,782,782,782,782,"L6103875_2017",2017,1,35724,-0.7258564,0.3044712,-0.4370419,-0.2630949,-0.4006648,-0.5694243,1.320266,-0.08685041,1.080436,-0.4112383,1,"6/1/2017","2017-06-01",42.98546,-124.2198,"L6103875","obs29674","S38223469","2017-06-01",0.384010137394557,1,0,0
"783",783,783,783,783,783,783,783,"L6103876_2017",2017,1,35725,-0.7258564,0.4249023,-0.4370419,-0.2630949,-0.4006648,-0.7273873,1.466003,0.6372092,3.65849,0.72857,0,"6/1/2017","2017-06-01",43.02529,-123.8201,"L6103876","obs29674","S38223470","2017-06-01",0.897624380187245,1,0,0
"784",784,784,784,784,784,784,784,"L6103877_2017",2017,1,35726,-0.6672074,-0.03202751,-0.4976031,-0.2630949,-0.4006648,-1.44483,1.096683,-0.9694376,1.511871,-0.0553242,0,"6/2/2017","2017-06-02",42.72742,-124.0146,"L6103877","obs29674","S38223471","2017-06-02",0.145723790366352,0,0,0
"785",785,785,785,785,785,785,785,"L6103878_2017",2017,1,35727,-0.6672074,-0.02140124,-0.4370419,-0.2630949,-0.4006648,-1.411046,1.18805,-0.8290503,1.995105,-0.06960203,0,"6/2/2017","2017-06-02",42.73082,-124.0119,"L6103878","obs29674","S38223472","2017-06-02",0.221742558813119,1,0,0
"786",786,786,786,786,786,786,786,"L6103880_2017",2017,1,35728,-0.6672074,-0.0001486897,-0.4976031,-0.2630949,-0.4006648,-1.33806,0.8063515,-0.8819636,3.25075,-0.1318568,0,"6/2/2017","2017-06-02",42.7366,-124.0093,"L6103880","obs29674","S38223473","2017-06-02",0.420695311525838,0,0,0
"787",787,787,787,787,787,787,787,"106",2017,1,35729,-0.6672074,0.01401968,-0.4976031,-0.2630949,-0.4006648,-1.320768,1.436456,-0.897532,2.709628,-0.1346674,0,"6/2/2017","2017-06-02",42.73803,-124.0074,"L6103881","obs29674","S38223474","2017-06-02",0.324941290834672,0,0,0
"788",788,788,788,788,788,788,788,"L6103882_2017",2017,1,35730,-0.6672074,0.02818804,-0.4976031,-0.2630949,-0.4006648,-1.314637,0.5069905,-1.046625,2.055744,-0.2871449,0,"6/2/2017","2017-06-02",42.74321,-124.0008,"L6103882","obs29674","S38223475","2017-06-02",0.206104511560891,0,0,0
"789",789,789,789,789,789,789,789,"L6103883_2017",2017,1,35731,-0.6672074,0.03881431,-0.4976031,-0.2630949,-0.4006648,-1.304602,0.4879279,-1.003758,1.542101,-0.3271553,0,"6/2/2017","2017-06-02",42.74581,-124.0012,"L6103883","obs29674","S38223476","2017-06-02",0.156992041618802,0,0,0
"790",790,790,790,790,790,790,790,"L6103884_2017",2017,1,35732,-0.6672074,0.06006686,-0.4976031,-0.2630949,-0.4006648,-1.29651,1.562682,-0.9791948,1.638041,-0.3784935,0,"6/2/2017","2017-06-02",42.74822,-123.9952,"L6103884","obs29674","S38223477","2017-06-02",0.165102386616611,0,0,0
"791",791,791,791,791,791,791,791,"L6103885_2017",2017,1,35733,-0.6672074,0.07069314,-0.4976031,-0.2630949,-0.4006648,-1.286332,1.102636,-1.05358,1.570914,-0.3859208,0,"6/2/2017","2017-06-02",42.75073,-123.9934,"L6103885","obs29674","S38223478","2017-06-02",0.152045129878521,0,0,0
"792",792,792,792,792,792,792,792,"L6103886_2017",2017,1,35734,-0.6672074,0.0848615,-0.4370419,-0.2630949,-0.4006648,-1.284934,0.7950385,-1.143996,1.812403,-0.4316635,0,"6/2/2017","2017-06-02",42.75426,-123.9887,"L6103886","obs29674","S38223479","2017-06-02",0.164197909180816,0,0,0
"793",793,793,793,793,793,793,793,"L6103887_2017",2017,1,35735,-0.6672074,0.1273666,-0.4370419,-0.2630949,-0.4006648,-1.185227,0.8523342,-0.4461013,-0.07949013,-0.5758262,0,"6/2/2017","2017-06-02",42.77758,-123.9508,"L6103887","obs29674","S38223480","2017-06-02",0.0926625862198153,0,0,0
"794",794,794,794,794,794,794,794,"L6103888_2017",2017,1,35736,-0.6672074,0.1521612,-0.4976031,-0.2630949,-0.4006648,-1.035549,0.6105084,-1.087367,2.028578,-0.4709887,0,"6/2/2017","2017-06-02",42.78559,-123.9479,"L6103888","obs29674","S38223481","2017-06-02",0.235927237275368,0,0,0
"795",795,795,795,795,795,795,795,"L6103889_2017",2017,1,35737,-0.6672074,0.1911242,-0.4370419,-0.2630949,-0.4006648,-1.122683,0.8502686,-0.5017312,0.330912,-0.4255891,1,"6/2/2017","2017-06-02",42.80536,-123.9017,"L6103889","obs29674","S38223482","2017-06-02",0.12537668475851,0,0,0
"796",796,796,796,796,796,796,796,"L6103890_2017",2017,1,35738,-0.6672074,0.2159189,-0.4370419,-0.2630949,-0.4006648,-0.9437342,0.5182397,-0.2420237,-0.05624079,-0.6684777,0,"6/2/2017","2017-06-02",42.81035,-123.8816,"L6103890","obs29674","S38223483","2017-06-02",0.136448588824693,0,0,0
"797",797,797,797,797,797,797,797,"L6103891_2017",2017,1,35739,-0.6672074,0.2477977,-0.4976031,-0.2630949,-0.4006648,-1.179723,0.3895371,-0.9840897,1.183299,-0.5489935,1,"6/2/2017","2017-06-02",42.8082,-123.8467,"L6103891","obs29674","S38223484","2017-06-02",0.136458654491664,0,0,0
"798",798,798,798,798,798,798,798,"L6103892_2017",2017,1,35740,-0.6672074,0.2619661,-0.4370419,-0.2630949,-0.4006648,-1.213146,0.4225737,-1.022398,0.7743698,-0.537003,0,"6/2/2017","2017-06-02",42.80959,-123.8433,"L6103892","obs29674","S38223485","2017-06-02",0.0987812245052388,1,0,0
"799",799,799,799,799,799,799,799,"L6103893_2017",2017,1,35741,-0.6672074,0.2796765,-0.4370419,-0.2630949,-0.4006648,-1.205304,0.4874861,-1.086627,2.132954,-0.4545393,0,"6/2/2017","2017-06-02",42.80587,-123.8393,"L6103893","obs29674","S38223486","2017-06-02",0.221446491922211,0,0,0
"800",800,800,800,800,800,800,800,"L6103894_2017",2017,1,35742,-0.6672074,0.3009291,-0.4370419,-0.2630949,-0.4006648,-1.227119,0.8233455,-0.7218543,2.701218,-0.2500508,0,"6/2/2017","2017-06-02",42.80313,-123.8349,"L6103894","obs29674","S38223487","2017-06-02",0.380851342606159,1,0,0
